"GSM1873688","GSM1873721","GSM1873744","GSM1873750","GSM1873753","GSM1873754","GSM1873757","GSM1873758","GSM1873765","GSM1873777","GSM1873779","GSM1873780","GSM1873788","GSM1873792","GSM1873795","GSM1873797","GSM1873800","GSM1873805","GSM1873807","GSM1873809","GSM1873815","GSM1873817","GSM1873818","GSM1873823","GSM1873825","GSM1873829","GSM1873830","GSM1873832","GSM1873836","GSM1873845","GSM1873846","GSM1873847","GSM1873853","GSM1873856","GSM1873863","GSM1873864","GSM1873867","GSM1873871","GSM1873874","GSM1873882","GSM1873883","GSM1873886","GSM1873897","GSM1873898","GSM1873902","GSM1873904","GSM1873907","GSM1873910","GSM1873911","GSM1873912","GSM1873913","GSM1873914","GSM1873915","GSM1873916","GSM1873917","GSM1873918","GSM1873919","GSM1873920","GSM1873921","GSM1873922","GSM1873924","GSM1873926","GSM1873928","GSM1873930"
"cg14694828",0.0149276991034376,0.0191305415798163,0.0228169860012784,0.0136335339039441,0.0157645121956622,0.0207366660687066,0.00804226149294867,0.0176423634978317,0.0236502571146919,0.00630328066813378,0.0152036117351762,0.00779924435026499,0.0237495419257966,0.0108673678528974,0.0183236353947158,0.0153260872779017,0.0122767465066356,0.013992690632319,0.0225537371730036,0.00968067056178826,0.014438357895206,0.00694603446256608,0.00958176388556458,0.0136575382682919,0.00654231541518889,0.00674665290836223,0.0303402172700919,0.0155657019024904,0.0147045533212643,0.0111131434567207,0.0129847686856313,0.00889910351066409,0.00363206404605578,0.011363285382652,0.00597582486091598,0.0108033083837604,0.0229627029099772,0.0130628272422825,0.0178625349748004,0.0193502371789837,0.00959809529091588,0.0165037404022788,0.00742620744421165,0.0131700618904848,0.00933993455284412,0.0119034191183439,0.0106943706779398,0.00908632236030311,0.0195413213210821,0.0141724314710578,0.0140937707144689,0.00602312703668939,0.011345487981034,0.0164971622596561,0.00708831242662001,0.00888101392475475,0.014154708673265,0.0168983120242982,0.0151211839429268,0.0105341218619841,0.0105162434324251,0.0110302110719684,0.023049991392476,0.0135211960848486
"cg12639781",0.00835510715857088,0.00436023100629556,0.0160586286859305,0.00440173952850797,0.00599167986208001,0.0078817565182953,0.00749982003888656,0.0127744609010067,0.00950967844940077,0.00462765508049723,0.00285835977483701,0.00273149952622208,0.00538542303796318,0.00532262442680869,0.00273033132103731,0.00534095596762159,0.0071157901925371,0.00612874103430767,0.00395716029757824,0.00357720522633247,0.00186517670342547,0.0046893994549708,0.00447718713568995,0.00204996364816219,0.00442305846825568,0.00304665945106095,0.00867004025679904,0.00540143782877524,0.00807236847701601,0.00561975796244448,0.00748233687786301,0.00691456184890221,0.00636296650404224,0.00476430548983331,0.00209227084353892,0.00591549224730844,0.00741538803800568,0.00522203681430486,0.00437729244291037,0.0048235769770893,0.00687873973019133,0.00526393496320385,0.00771302993387435,0.00537270227451378,0.00544129820236995,0.00551180326862917,0.00717204925081413,0.00861138108979098,0.00545284674616764,0.00941187466082145,0.00881991052917967,0.00822996886175932,0.00501397274585287,0.0071913839065269,0.00573269394437869,0.00697923834364014,0.00600902971334074,0.0100486034384641,0.00467019814736419,0.00433871989063984,0.00377688908581741,0.00490091505933671,0.0225243944192503,0.00875456204502719
"cg02813021",0.0144112248958305,0.00833929427360438,0.00446125366538932,0.00880552001569671,0.00757903175140033,0.00342739075461112,0.00376263814037756,0.0034924884080721,0.0133624280953943,0.00342895800721972,0.00179456475977412,0.00813179018394768,0.00751342175996707,0.00186493132417011,0.00375457563154685,0.00762265604584569,0.00391526714371347,0.00194921723712501,0.00505437786164175,0.00816982487696756,0.0039488004177044,0.00408382254646318,0.00303352050020246,0.00212078944890152,0.00173997052643781,0.00366169474549778,0.00304409711728473,0.0056133885677298,0.00591424717866794,0.00497991793845849,0.00450270206333716,0.00492697619407167,0.00654761886113116,0.00821236422754939,0.00410891956941773,0.00868487635667831,0.00414360186164113,0.000450365832109545,0.00482550323076614,0.00581186553310122,0.00860932097135219,0.00544733256084852,0.016853072198262,0.00446186269726119,0.00222392830352497,0.00432345700405402,0.00451858349125474,0.0124540239941545,0.00800004868862493,0.0083018955447849,0.008374234783866,0.00382665778381568,0.00620213582246646,0.00492524257396093,0.0035049920699066,0.00938070445059194,0.00874759341944278,0.00855903539058234,0.0034744644915711,0.00484148129703816,0.01203033017356,0.00912185665093913,0.00519081583985578,0.00670975286850306
"cg14255089",0.0271862802605948,0.0108567497203562,0.029807232151116,0.0300575171766682,0.0295150716815655,0.0419524190759239,0.0332835076448729,0.0365489277042553,0.0301995549192074,0.0310117070495644,0.0215313590739208,0.0300604353947583,0.0326197106100405,0.0337767011158924,0.0262114889332512,0.0200922549586082,0.0361385000405365,0.0256519283525246,0.0239009906900989,0.0243282579975975,0.0190535963055194,0.0267998103782296,0.0297506565863568,0.03303418124809,0.0413380799092227,0.0282348731547073,0.0441913323509115,0.0286161149800665,0.0313124266856161,0.0286140089007998,0.0316231245418229,0.0284844535667277,0.0443628718144989,0.0342971428343939,0.0260041447032761,0.0275700201328263,0.0270132535429901,0.0290540131835072,0.0248606711368278,0.0389463627583991,0.0243010149357685,0.0330184711134339,0.02760945359843,0.0180512270869547,0.022475670210234,0.0257097526536735,0.0276208473092676,0.0184261612120793,0.0212955361019849,0.0251183325792447,0.0257787169639334,0.0220594567634556,0.0235449926982252,0.0218539990578295,0.0269232051908132,0.0204654368666882,0.0259382048463386,0.0227288040822016,0.0287784765192125,0.0225720781242658,0.0259733272596171,0.0265512659561593,0.0200063131793913,0.0271251523255651
"cg07969473",0.0227757658214732,0.0113982636482697,0.0294193680498877,0.0346606198250494,0.0190383866179335,0.050301462423521,0.036292695688665,0.0415691623847281,0.0555658030574153,0.04338854777678,0.0369957906108729,0.0271826287408529,0.0293492727507514,0.0365097848693159,0.0434275595234029,0.011466078053428,0.0419210510340529,0.0232057629753868,0.0804422098613695,0.0143009689609791,0.0080657576134065,0.0257979829706764,0.0166192625260391,0.016253857832335,0.035518961254305,0.0272423138185957,0.0303657957657741,0.026512197109101,0.0325073227959211,0.0142903022185798,0.0247185805315977,0.0275532855706473,0.0508860652324141,0.0632667859916554,0.0225097009618735,0.0598195867355771,0.0288617129116158,0.0332952533328161,0.0325642122194943,0.0572996928603579,0.0428466336177934,0.0503249427117172,0.0203203255335314,0.0178207747870921,0.0285799461943447,0.0204832119494361,0.0296683653729127,0.0353805893400412,0.0431194381003511,0.0443531765548122,0.0326531288591596,0.0244428702137789,0.0337436076357269,0.0253490665299562,0.0344874826632604,0.0363698355896245,0.0391290914336088,0.0293935530947789,0.0241607878139141,0.0236338094545278,0.0272905164467023,0.0298886665380194,0.0379347663645936,0.0252864800590212
"cg03748352",0.0408679809759978,0.0335237879549826,0.0477183057374002,0.0408140771695761,0.0424954530949982,0.0448767017645602,0.0462577728835081,0.0491689736544579,0.0553019992069002,0.0322575878246675,0.0368658722397615,0.046590895433006,0.0452395053775126,0.0504853375615284,0.0391976189299862,0.0330935464232714,0.0377377808218444,0.0372968303968511,0.0397435394140936,0.033802375747308,0.0357798235241841,0.0424121092923759,0.0413963309857515,0.0380315231690893,0.0324990457458483,0.0449010731481017,0.0673900321527949,0.0359966926139209,0.028289755249504,0.0415648241068023,0.0299290172765177,0.0310269574140274,0.0805654899329465,0.0334026351574991,0.0319641940137959,0.0396556483075169,0.0417348706452676,0.0536752120188507,0.033165132687624,0.0392453356274681,0.0387858702178776,0.0355164744138189,0.0483948244202336,0.0262060442765254,0.0296298531430598,0.0282142004958281,0.0483949583532597,0.0418615315381639,0.0442300866466482,0.0349517814824742,0.0376500003388813,0.0386065938737749,0.0304857408684619,0.0347494684678964,0.0427854532200654,0.0339808833295742,0.0357165834366221,0.0331178254426277,0.0439363253271912,0.0360566716826539,0.0340727583043663,0.0410710747222149,0.0391413828221189,0.0410942453574874
"cg26100059",0.074278774657318,0.0229872805370572,0.0726715832177957,0.0435540858232115,0.0438568944132777,0.0612710324433582,0.0606077938437444,0.0526562642058277,0.0654600348014331,0.0215313084204118,0.0282442344843448,0.0291192952351597,0.0586085614377068,0.0835400529305986,0.108760890796908,0.0798196804278173,0.0692779333722842,0.0259476046478791,0.032789767242278,0.0575975773145132,0.0227718920594758,0.0209308460260586,0.0275613532248027,0.0366431957791457,0.0767489909763276,0.10437768256812,0.186448400912978,0.0403821067065503,0.0374773756567806,0.0286597820299214,0.0247710313730649,0.030464881795637,0.128641935115014,0.0280417112588129,0.0144848158629004,0.0304724795915307,0.0878271198461628,0.0491758998848463,0.0545912064603626,0.0473777501688034,0.0301090587085279,0.051257190681278,0.0340580002978107,0.0222682016273597,0.0243671325611183,0.0149316531836697,0.0589307969818466,0.0305454004106372,0.0445207936618485,0.0354966947468888,0.0538353622989058,0.0300276203045341,0.024021541052734,0.0302561867415372,0.0284911001175495,0.0341542976030641,0.0312885436535862,0.0253571801843115,0.0265750116194375,0.0272296889439148,0.0340995257322447,0.0281231131552201,0.0532985699855412,0.115132794700427
"cg03409144",0.692294742822539,0.60080286711806,0.572037084958355,0.483588116355206,0.707446100495457,0.783528408820933,0.808940097194921,0.665373790559776,0.478940867990352,0.185778585517127,0.233561422519458,0.39016848610366,0.53042931297017,0.729572469383075,0.654469430153775,0.669297408490012,0.567502507034736,0.231419339612181,0.339275730383367,0.460593175150161,0.385179750944679,0.309607471900078,0.556601869877621,0.749407810322395,0.820461378335215,0.747385234105429,0.872434705376417,0.4877513290498,0.782307010881803,0.481703978982068,0.2876921660339,0.342716449663097,0.463044529876192,0.247937642513169,0.462538416272304,0.39232063014394,0.746200707164779,0.407186508708734,0.416901670765973,0.402002253312078,0.43965523179251,0.543713733591162,0.451546368163291,0.235472245901202,0.339394143302932,0.255074209710804,0.708634337957285,0.367965981607392,0.406013178983731,0.290262117404445,0.393605087501454,0.339153465956239,0.324773876672817,0.384719084782887,0.540536664011858,0.300572735604436,0.469078141354717,0.309492609798451,0.368428402564603,0.296635937147256,0.472918916536727,0.471106952034218,0.456375863868675,0.901296485400066
"cg12094942",0.927461328671716,0.896333474701624,0.948901262280699,0.952055692268415,0.831214754898566,0.768694735844941,0.797417016526486,0.938169136967808,0.917237075206105,0.952417268051625,0.94607544345771,0.959880919251502,0.933102640578204,0.961872955347839,0.931180052822921,0.986478577554401,0.966332166110317,0.954695966339077,0.967199156552356,0.95342581189188,0.939688224995712,0.959602774938366,0.932798131101681,0.528685921519296,0.930482393773927,0.920897218918925,0.954133736481615,0.966111753226447,0.514757470755891,0.958665813970306,0.970196646668172,0.943203032406399,0.965825106104969,0.934029225251547,0.939985221560588,0.93135362580632,0.856124660349695,0.919234635643797,0.955321303804103,0.936777870731906,0.963310048777395,0.938359460858081,0.943614351050579,0.943492930968513,0.944019948555326,0.949619103156279,0.914133655270581,0.896079701152365,0.929404275496333,0.947958610889571,0.883927552779003,0.904197727416356,0.969076977589145,0.945246276504938,0.949721597758342,0.959178274919283,0.941290247886259,0.919837128814262,0.935354929769321,0.951866913761888,0.972311770418396,0.926075448363556,0.965972491944968,0.928483148122476
"cg20011529",0.92738680430757,0.881540689444829,0.928243866262152,0.961982443080733,0.956246214145071,0.93407909020477,0.946188666413717,0.956297230879874,0.949241185841133,0.97005834397471,0.943688438345739,0.945828559855117,0.963247985172941,0.953124385091275,0.956900302929089,0.97249147547284,0.955917499431251,0.968131477689739,0.961653730850921,0.965994040409638,0.943860669875516,0.974498730415581,0.97458797682385,0.96295895024067,0.961568847417905,0.929128197388821,0.952401535232084,0.964139150873967,0.961207253035874,0.978800605439397,0.949803347218007,0.956150774904452,0.959936084887289,0.940150275178754,0.740513361519218,0.961635775578565,0.923691752269717,0.936818575603337,0.930473213745829,0.947755845924426,0.942375654975294,0.941325871716528,0.969730110904371,0.959583560414049,0.953269498113632,0.946578929361964,0.967892636848559,0.896309070696093,0.952169535050789,0.951926708091439,0.914316794887804,0.931152425743253,0.914055852087156,0.948225312294915,0.966974968230752,0.97526200125217,0.967629966865227,0.937675111858006,0.948754777901901,0.9522614193791,0.990580254338332,0.96693833005724,0.963112293658093,0.955757968894088
"cg16346588",0.42883887526745,0.419857191642995,0.476035518644074,0.559195018815261,0.453028905092566,0.526262563282663,0.447953252519802,0.530980665928754,0.543570873101332,0.578603176171934,0.633850652875402,0.6630774102259,0.511429160746148,0.58944675715025,0.535952708284417,0.499884270687339,0.47882387181375,0.461340787715802,0.486908086694841,0.555589648195855,0.628821795482502,0.544074853801553,0.638123058269165,0.512307533249789,0.498565818566849,0.52353995665017,0.665072267604555,0.496548206211742,0.543881619535302,0.567352486027883,0.57462241616601,0.456665109266496,0.516886080329931,0.553242156726961,0.575276074923172,0.522373328810368,0.491414624708407,0.51858380520097,0.522948104513016,0.510891508873127,0.561408932457444,0.609634477646034,0.613315493937054,0.530831325472013,0.603253340297104,0.468876027589532,0.476129129376004,0.497128910318639,0.414319312716539,0.497915713173287,0.54388050738933,0.47959097219257,0.48585716971205,0.417872056908503,0.501350659550497,0.423010296552388,0.546214832178998,0.478974283342996,0.493779731489944,0.444390347697758,0.422805948793229,0.484950923076185,0.540628332761681,0.486455629860098
